   0               1              0
   1e-5            1              0
   5.0000000e-01   1.0009500e+00  -1.2316261e-04
   1.0000000e+00   1.0037999e+00  -4.9405312e-04
   1.5000000e+00   1.0085694e+00  -1.1195421e-03
   2.0000000e+00   1.0152980e+00  -2.0092181e-03
   2.5000000e+00   1.0240351e+00  -3.1751817e-03
   3.0000000e+00   1.0348496e+00  -4.6364085e-03
   3.5000000e+00   1.0478304e+00  -6.4162004e-03
   4.0000000e+00   1.0630657e+00  -8.5434828e-03
   4.5000000e+00   1.0806835e+00  -1.1053989e-02
   5.0000000e+00   1.1008411e+00  -1.3991284e-02
   5.5000000e+00   1.1236952e+00  -1.7407889e-02
   6.0000000e+00   1.1494614e+00  -2.1367768e-02
   6.5000000e+00   1.1783743e+00  -2.5948025e-02
   7.0000000e+00   1.2107070e+00  -3.1242303e-02
   7.5000000e+00   1.2467902e+00  -3.7364547e-02
   8.0000000e+00   1.2870025e+00  -4.4453746e-02
   8.5000000e+00   1.3317985e+00  -5.2681065e-02
   9.0000000e+00   1.3817081e+00  -6.2258011e-02
   9.5000000e+00   1.4373447e+00  -7.3446806e-02
   1.0000000e+01   1.4994626e+00  -8.6578466e-02
   1.0500000e+01   1.5689433e+00  -1.0207030e-01
   1.1000000e+01   1.6468605e+00  -1.2045731e-01
   1.1500000e+01   1.7345218e+00  -1.4243237e-01
   1.2000000e+01   1.8334969e+00  -1.6890036e-01
   1.2500000e+01   1.9457389e+00  -2.0106535e-01
   1.3000000e+01   2.0736647e+00  -2.4054811e-01
   1.3500000e+01   2.2202767e+00  -2.8956947e-01
   1.4000000e+01   2.3894127e+00  -3.5123612e-01
   1.4500000e+01   2.5858872e+00  -4.2996856e-01
   1.5000000e+01   2.8159135e+00  -5.3223017e-01
   1.5500000e+01   3.0874154e+00  -6.6769770e-01
   1.6000000e+01   3.4104466e+00  -8.5129988e-01
   1.6500000e+01   3.7974005e+00  -1.1068053e+00
   1.7000000e+01   4.2620818e+00  -1.4733294e+00
   1.7500000e+01   4.8153343e+00  -2.0173303e+00
   1.8000000e+01   5.4490552e+00  -2.8539549e+00
   1.8500000e+01   6.0846264e+00  -4.1786433e+00
   1.9000000e+01   6.4237087e+00  -6.2714809e+00
   1.9500000e+01   5.6468889e+00  -9.2432879e+00
   2.0000000e+01   2.5654351e+00  -1.2014558e+01
   2.0500000e+01  -2.0601200e+00  -1.2106773e+01
   2.1000000e+01  -5.1861224e+00  -9.5647824e+00
   2.1500000e+01  -6.1286649e+00  -6.7760680e+00
   2.2000000e+01  -5.9829451e+00  -4.7534258e+00
   2.2500000e+01  -5.5049690e+00  -3.4269413e+00
   2.3000000e+01  -4.9862902e+00  -2.5580962e+00
   2.3500000e+01  -4.5148936e+00  -1.9729777e+00
   2.4000000e+01  -4.1089342e+00  -1.5650243e+00
   2.4500000e+01  -3.7647614e+00  -1.2711531e+00
   2.5000000e+01  -3.4734769e+00  -1.0531381e+00
   2.5500000e+01  -3.2259652e+00  -8.8712520e-01
   2.6000000e+01  -3.0143526e+00  -7.5776829e-01
   2.6500000e+01  -2.8321726e+00  -6.5505618e-01
   2.7000000e+01  -2.6742721e+00  -5.7204507e-01
   2.7500000e+01  -2.5365036e+00  -5.0394368e-01
   2.8000000e+01  -2.4156011e+00  -4.4726913e-01
   2.8500000e+01  -2.3088951e+00  -3.9960398e-01
   2.9000000e+01  -2.2142778e+00  -3.5899170e-01
   2.9500000e+01  -2.1299866e+00  -3.2414582e-01
   3.0000000e+01  -2.0546041e+00  -2.9391364e-01
   3.0500000e+01  -1.9869615e+00  -2.6744718e-01
   3.1000000e+01  -1.9260546e+00  -2.4417114e-01
   3.1500000e+01  -1.8710914e+00  -2.2347848e-01
   3.2000000e+01  -1.8213652e+00  -2.0503922e-01
   3.2500000e+01  -1.7762913e+00  -1.8845122e-01
   3.3000000e+01  -1.7353657e+00  -1.7342665e-01
   3.3500000e+01  -1.6981701e+00  -1.5977678e-01
   3.4000000e+01  -1.6643337e+00  -1.4730817e-01
   3.4500000e+01  -1.6335308e+00  -1.3585077e-01
   3.5000000e+01  -1.6054914e+00  -1.2525538e-01
   3.5500000e+01  -1.5799801e+00  -1.1541656e-01
   3.6000000e+01  -1.5567673e+00  -1.0626623e-01
   3.6500000e+01  -1.5356874e+00  -9.7666755e-02
   3.7000000e+01  -1.5165673e+00  -8.9569459e-02
   3.7500000e+01  -1.4992629e+00  -8.1932026e-02
   3.8000000e+01  -1.4836624e+00  -7.4665839e-02
   3.8500000e+01  -1.4696309e+00  -6.7712285e-02
   3.9000000e+01  -1.4570908e+00  -6.1070197e-02
   3.9500000e+01  -1.4459362e+00  -5.4687982e-02
   4.0000000e+01  -1.4361115e+00  -4.8493885e-02
   4.0500000e+01  -1.4275277e+00  -4.2492719e-02
   4.1000000e+01  -1.4201274e+00  -3.6641686e-02
   4.1500000e+01  -1.4138618e+00  -3.0924640e-02
   4.2000000e+01  -1.4086828e+00  -2.5301872e-02
   4.2500000e+01  -1.4045514e+00  -1.9735105e-02
   4.3000000e+01  -1.4014277e+00  -1.4235935e-02
   4.3500000e+01  -1.3992825e+00  -8.7676441e-03
   4.4000000e+01  -1.3980861e+00  -3.2941689e-03
   4.4500000e+01  -1.3978183e+00   2.1712931e-03
   4.5000000e+01  -1.3984489e+00   7.6884517e-03
   4.5500000e+01  -1.3999871e+00   1.3268268e-02
   4.6000000e+01  -1.4023924e+00   1.8921377e-02
   4.6500000e+01  -1.4056837e+00   2.4659007e-02
   4.7000000e+01  -1.4098292e+00   3.0541023e-02
   4.7500000e+01  -1.4148379e+00   3.6554627e-02
   4.8000000e+01  -1.4207074e+00   4.2736428e-02
   4.8500000e+01  -1.4274458e+00   4.9099200e-02
   4.9000000e+01  -1.4350392e+00   5.5705567e-02
   4.9500000e+01  -1.4435045e+00   6.2570421e-02
   5.0000000e+01  -1.4528386e+00   6.9708597e-02
   5.0500000e+01  -1.4630353e+00   7.7186540e-02
   5.1000000e+01  -1.4741116e+00   8.4996740e-02
   5.1500000e+01  -1.4860530e+00   9.3156028e-02
   5.2000000e+01  -1.4988713e+00   1.0173601e-01
   5.2500000e+01  -1.5125880e+00   1.1065286e-01
   5.3000000e+01  -1.5272343e+00   1.1998139e-01
   5.3500000e+01  -1.5428962e+00   1.2972332e-01
   5.4000000e+01  -1.5596697e+00   1.3988279e-01
   5.4500000e+01  -1.5776306e+00   1.5057473e-01
   5.5000000e+01  -1.5968743e+00   1.6189485e-01
   5.5500000e+01  -1.6174342e+00   1.7393890e-01
   5.6000000e+01  -1.6393738e+00   1.8687001e-01
   5.6500000e+01  -1.6627092e+00   2.0079771e-01
   5.7000000e+01  -1.6875094e+00   2.1578579e-01
   5.7500000e+01  -1.7138055e+00   2.3202019e-01
   5.8000000e+01  -1.7416682e+00   2.4958208e-01
   5.8500000e+01  -1.7711562e+00   2.6868436e-01
   5.9000000e+01  -1.8023585e+00   2.8943318e-01
   5.9500000e+01  -1.8353320e+00   3.1210383e-01
   6.0000000e+01  -1.8701826e+00   3.3686965e-01
   6.0500000e+01  -1.9069778e+00   3.6401694e-01
   6.1000000e+01  -1.9457912e+00   3.9389559e-01
   6.1500000e+01  -1.9867161e+00   4.2678554e-01
   6.2000000e+01  -2.0298156e+00   4.6317502e-01
   6.2500000e+01  -2.0751152e+00   5.0351861e-01
   6.3000000e+01  -2.1226718e+00   5.4836741e-01
   6.3500000e+01  -2.1724339e+00   5.9842879e-01
   6.4000000e+01  -2.2243225e+00   6.5444280e-01
   6.4500000e+01  -2.2781934e+00   7.1730630e-01
   6.5000000e+01  -2.3337561e+00   7.8802660e-01
   6.5500000e+01  -2.3905541e+00   8.6782323e-01
   6.6000000e+01  -2.4478940e+00   9.5808725e-01
   6.6500000e+01  -2.5048016e+00   1.0602856e+00
   6.7000000e+01  -2.5598193e+00   1.1761947e+00
   6.7500000e+01  -2.6109701e+00   1.3075334e+00
   6.8000000e+01  -2.6554992e+00   1.4561936e+00
   6.8500000e+01  -2.6897244e+00   1.6237623e+00
   6.9000000e+01  -2.7088047e+00   1.8114019e+00
   6.9500000e+01  -2.7066706e+00   2.0192543e+00
   7.0000000e+01  -2.6758942e+00   2.2458990e+00
   7.0500000e+01  -2.6082230e+00   2.4872517e+00
   7.1000000e+01  -2.4952788e+00   2.7358418e+00
   7.1500000e+01  -2.3301426e+00   2.9800871e+00
   7.2000000e+01  -2.1095884e+00   3.2043458e+00
   7.2500000e+01  -1.8363575e+00   3.3904710e+00
   7.3000000e+01  -1.5211716e+00   3.5206135e+00
   7.3500000e+01  -1.1818788e+00   3.5816378e+00
   7.4000000e+01  -8.4110644e-01   3.5684220e+00
   7.4500000e+01  -5.2154587e-01   3.4853339e+00
   7.5000000e+01  -2.4138153e-01   3.3448516e+00
   7.5500000e+01  -1.1629736e-02   3.1639686e+00
   7.6000000e+01   1.6415906e-01   2.9603019e+00
   7.6500000e+01   2.8832760e-01   2.7491617e+00
   7.7000000e+01   3.6684252e-01   2.5421277e+00
   7.7500000e+01   4.0724011e-01   2.3469704e+00
   7.8000000e+01   4.1712731e-01   2.1681493e+00
   7.8500000e+01   4.0338898e-01   2.0077472e+00
   7.9000000e+01   3.7180805e-01   1.8661921e+00
   7.9500000e+01   3.2704063e-01   1.7429328e+00
   8.0000000e+01   2.7269656e-01   1.6368703e+00
   8.0500000e+01   2.1152275e-01   1.5467034e+00
   8.1000000e+01   1.4556239e-01   1.4710759e+00
   8.1500000e+01   7.6317894e-02   1.4087142e+00
   8.2000000e+01   4.8771260e-03   1.3584712e+00
   8.2500000e+01  -6.7983315e-02   1.3193597e+00
   8.3000000e+01  -1.4170669e-01   1.2905635e+00
   8.3500000e+01  -2.1589883e-01   1.2714093e+00
   8.4000000e+01  -2.9026957e-01   1.2614132e+00
   8.4500000e+01  -3.6462298e-01   1.2602110e+00
